Acting User,Receiver,Cc,Application,Assignee,Incident Id,# Violations,DLP Profile,DLP Rule,DLP Policy,Severity,Status,True File Type,Time (GMT),Timestamp
contractor_73@yuvaext.com,personal_25@gmail.com,,email,analyst2,3329328084416770,60,BU,BU,BU,Critical,Critical_Escalation,Zip Archive,05/18/2026 21:50:41,1779121241.212784
contractor_30@yuvaext.com,personal_31@gmail.com,,email,analyst2,2123876850711668,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/05/2026 18:40:41,1780665041.212784
user_466@yuva.com,personal_74@gmail.com,,email,analyst1,3590456274789515,42,sourcecode,sourcecode,sourcecode,High,low_priority,Tag Image,07/02/2026 23:28:41,1783015121.212784
user_154@yuva.com,personal_72@gmail.com,"colleague_76@yuva.com,colleague_20@yuva.com",email,analyst2,3237956376840361,96,sourcecode,sourcecode,sourcecode,Critical,pending review,Zip Archive,06/17/2026 18:00:41,1781699441.212784
user_416@yuva.com,vendor_13@partner.com,"manager_4@yuva.com,colleague_50@yuva.com",email,analyst1,1726674080023171,142,sourcecode,sourcecode,sourcecode,Critical,businessrequirement,Tag Image,04/27/2026 12:12:41,1777272161.212784
user_209@yuva.com,vendor_38@partner.com,,email,analyst1,6105826751595376,1,aadhaar,aadhaar,aadhaar,Medium,low_priority,Plain Text,05/01/2026 05:53:41,1777595021.212784
user_130@yuva.com,vendor_47@partner.com,,email,analyst3,4548669606125978,105,BU,BU,BU,Critical,pending review,Plain Text,06/17/2026 21:56:41,1781713601.212784
user_126@yuva.com,personal_82@gmail.com,,email,analyst2,2226425870675808,7,aadhaar,aadhaar,aadhaar,Medium,low_priority,PDF Document,06/29/2026 00:56:41,1782674801.212784
contractor_32@yuvaext.com,vendor_49@partner.com,,email,analyst5,2946709122675025,110,DL,DL,DL,Critical,pending review,Zip Archive,04/16/2026 05:55:41,1776299141.212784
user_453@yuva.com,vendor_15@partner.com,colleague_41@yuva.com,email,analyst5,2094605053962638,69,BU,BU,BU,Critical,pending review,Plain Text,06/25/2026 19:04:41,1782394481.212784
user_337@yuva.com,personal_13@gmail.com,colleague_8@yuva.com,email,analyst2,1398536059295528,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/30/2026 14:30:41,1782810041.212784
user_407@yuva.com,personal_81@gmail.com,,email,analyst3,1156495895972388,36,BU,BU,BU,High,low_priority,Tag Image,06/16/2026 00:57:41,1781551661.212784
user_451@yuva.com,vendor_41@partner.com,"colleague_91@yuva.com,manager_20@yuva.com",email,analyst1,9527824396983418,8,sourcecode,sourcecode,sourcecode,Medium,businessrequirement,Plain Text,07/11/2026 10:20:41,1783745441.212784
user_130@yuva.com,personal_61@gmail.com,,email,analyst1,3713832998161558,71,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/09/2026 05:18:41,1778284121.212784
user_149@yuva.com,vendor_2@partner.com,colleague_59@yuva.com,email,analyst4,4773912080320036,73,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,07/05/2026 18:24:41,1783256081.212784
user_301@yuva.com,personal_56@gmail.com,,email,analyst5,2892433349018033,87,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,05/14/2026 06:13:41,1778719421.212784
user_326@yuva.com,vendor_1@partner.com,,email,analyst2,2136624359712701,91,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/28/2026 01:21:41,1779911501.212784
user_341@yuva.com,personal_35@gmail.com,,email,analyst3,2894794134525969,139,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,04/26/2026 19:27:41,1777211861.212784
user_114@yuva.com,vendor_21@partner.com,colleague_70@yuva.com,email,analyst5,3064533281167532,111,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,06/29/2026 13:26:41,1782719801.212784
user_144@yuva.com,personal_98@gmail.com,,email,analyst4,1514539842175895,125,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/11/2026 08:41:41,1778469101.212784
user_250@yuva.com,vendor_47@partner.com,,email,analyst2,2924275014672947,40,sourcecode,sourcecode,sourcecode,High,low_priority,Zip Archive,04/20/2026 01:35:41,1776629141.212784
user_253@yuva.com,vendor_44@partner.com,manager_20@yuva.com,email,analyst4,1238669446981458,37,aadhaar,aadhaar,aadhaar,High,businessrequirement,PDF Document,05/02/2026 12:39:41,1777705781.212784
user_282@yuva.com,personal_32@gmail.com,,email,analyst2,1507924194336652,131,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,04/15/2026 06:56:41,1776216401.212784
user_205@yuva.com,personal_55@gmail.com,"colleague_60@yuva.com,colleague_13@yuva.com",email,analyst4,2123128045568062,140,sourcecode,sourcecode,sourcecode,Critical,pending review,Zip Archive,07/11/2026 01:16:41,1783712801.212784
user_348@yuva.com,vendor_44@partner.com,colleague_8@yuva.com,email,analyst3,1860053615028215,18,BU,BU,BU,High,low_priority,Plain Text,04/26/2026 05:41:41,1777162301.212784
user_282@yuva.com,personal_18@gmail.com,"manager_20@yuva.com,colleague_32@yuva.com",email,analyst5,1735485446339089,145,DL,DL,DL,Critical,pending review,PDF Document,05/21/2026 16:02:41,1779359561.212784
user_203@yuva.com,vendor_44@partner.com,manager_20@yuva.com,email,analyst4,2464212235010695,138,BU,BU,BU,Critical,businessrequirement,Tag Image,06/08/2026 10:38:41,1780895321.212784
contractor_72@yuvaext.com,vendor_5@partner.com,,email,analyst1,1355487319361808,71,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,06/15/2026 05:45:41,1781482541.212784
user_19@yuva.com,personal_93@gmail.com,,email,analyst1,1033490455947478,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/16/2026 05:50:41,1776298841.212784
user_95@yuva.com,vendor_4@partner.com,,email,analyst2,3052554134676256,124,BU,BU,BU,Critical,pending review,Plain Text,06/27/2026 10:50:41,1782537641.212784
user_151@yuva.com,vendor_4@partner.com,,email,analyst2,1990323850879472,15,BU,BU,BU,High,low_priority,PDF Document,05/21/2026 11:20:41,1779342641.212784
user_350@yuva.com,vendor_36@partner.com,,email,analyst4,1791120898633215,140,BU,BU,BU,Critical,pending review,Zip Archive,06/18/2026 20:19:41,1781794181.212784
user_492@yuva.com,personal_8@gmail.com,colleague_15@yuva.com,email,analyst4,2104807546680762,11,DL,DL,DL,Medium,low_priority,PDF Document,05/06/2026 01:32:41,1778011361.212784
user_221@yuva.com,personal_68@gmail.com,manager_4@yuva.com,email,analyst4,5958014168066941,129,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,04/15/2026 13:20:41,1776239441.212784
contractor_91@yuvaext.com,vendor_48@partner.com,,email,analyst1,4726711964123386,92,BU,BU,BU,Critical,pending review,PDF Document,07/05/2026 17:42:41,1783253561.212784
user_279@yuva.com,personal_88@gmail.com,,email,analyst2,1766839596981198,5,sourcecode,sourcecode,sourcecode,Medium,low_priority,Zip Archive,04/19/2026 13:49:41,1776586781.212784
user_140@yuva.com,personal_11@gmail.com,,email,analyst2,1494842907902021,132,BU,BU,BU,Critical,pending review,Tag Image,04/28/2026 12:08:41,1777358321.212784
contractor_86@yuvaext.com,personal_70@gmail.com,,email,analyst1,2291189252166674,66,DL,DL,DL,Critical,Critical_Escalation,Zip Archive,05/29/2026 19:19:41,1780062581.212784
user_9@yuva.com,personal_20@gmail.com,,email,analyst5,2349942873967504,51,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/02/2026 08:18:41,1777690121.212784
user_394@yuva.com,personal_39@gmail.com,colleague_28@yuva.com,email,analyst4,2644162947621271,63,DL,DL,DL,Critical,pending review,Tag Image,04/16/2026 22:05:41,1776357341.212784
contractor_49@yuvaext.com,vendor_45@partner.com,"manager_17@yuva.com,colleague_81@yuva.com",email,analyst3,1096766294348205,64,sourcecode,sourcecode,sourcecode,Critical,businessrequirement,Tag Image,06/27/2026 18:12:41,1782564161.212784
user_58@yuva.com,vendor_10@partner.com,,email,analyst3,9192782514276176,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/21/2026 00:50:41,1781983241.212784
user_457@yuva.com,personal_19@gmail.com,,email,analyst3,1713783505479856,145,DL,DL,DL,Critical,FalsePositive,Plain Text,06/05/2026 15:59:41,1780655381.212784
user_90@yuva.com,vendor_24@partner.com,,email,analyst3,9503062342923810,147,BU,BU,BU,Critical,pending review,Tag Image,07/04/2026 19:42:41,1783174361.212784
user_464@yuva.com,vendor_36@partner.com,colleague_97@yuva.com,email,analyst2,3057555536297422,119,sourcecode,sourcecode,sourcecode,Critical,pending review,Plain Text,05/11/2026 00:41:41,1778440301.212784
user_173@yuva.com,vendor_1@partner.com,colleague_81@yuva.com,email,analyst3,3252103680617660,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/13/2026 13:45:41,1778660141.212784
user_249@yuva.com,personal_60@gmail.com,"colleague_80@yuva.com,manager_10@yuva.com",email,analyst4,3725794546880001,52,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,05/25/2026 21:59:41,1779726581.212784
contractor_94@yuvaext.com,vendor_28@partner.com,,email,analyst1,1800267033803175,114,DL,DL,DL,Critical,pending review,PDF Document,05/05/2026 15:01:41,1777973501.212784
user_402@yuva.com,personal_28@gmail.com,,email,analyst5,2825230954609912,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,07/04/2026 18:48:41,1783171121.212784
user_421@yuva.com,vendor_3@partner.com,,email,analyst1,2177809654124961,9,BU,BU,BU,Medium,low_priority,Tag Image,04/12/2026 12:01:41,1775975501.212784
user_80@yuva.com,personal_90@gmail.com,,email,analyst3,3060187934617759,46,aadhaar,aadhaar,aadhaar,High,low_priority,PDF Document,05/22/2026 12:02:41,1779431561.212784
user_434@yuva.com,personal_78@gmail.com,,email,analyst4,2246661484578747,17,BU,BU,BU,High,FalsePositive,Zip Archive,07/01/2026 18:15:41,1782909941.212784
user_49@yuva.com,personal_87@gmail.com,,email,analyst5,1059689050818124,100,sourcecode,sourcecode,sourcecode,Critical,pending review,Zip Archive,05/05/2026 09:48:41,1777954721.212784
user_225@yuva.com,personal_56@gmail.com,,email,analyst3,1494540933912496,107,BU,BU,BU,Critical,pending review,Zip Archive,05/28/2026 00:45:41,1779909341.212784
contractor_26@yuvaext.com,personal_36@gmail.com,,email,analyst4,1318717915832359,60,DL,DL,DL,Critical,Critical_Escalation,Zip Archive,07/09/2026 12:17:41,1783579661.212784
user_53@yuva.com,vendor_1@partner.com,,email,analyst4,2905388842476257,109,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,04/22/2026 18:31:41,1776862901.212784
user_98@yuva.com,vendor_27@partner.com,,email,analyst1,4196996521406895,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/28/2026 17:07:41,1777376261.212784
user_337@yuva.com,vendor_46@partner.com,,email,analyst1,8955314417688006,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,FalsePositive,Zip Archive,06/08/2026 00:32:41,1780858961.212784
user_153@yuva.com,vendor_12@partner.com,,email,analyst4,1446292603323788,22,aadhaar,aadhaar,aadhaar,High,low_priority,Zip Archive,04/23/2026 18:27:41,1776949061.212784
user_62@yuva.com,personal_18@gmail.com,colleague_5@yuva.com,email,analyst4,2014082646548163,123,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,07/03/2026 17:54:41,1783081481.212784
user_411@yuva.com,vendor_13@partner.com,,email,analyst5,2119273362010467,63,BU,BU,BU,Critical,pending review,Plain Text,06/07/2026 14:10:41,1780821641.212784
user_48@yuva.com,personal_34@gmail.com,,email,analyst4,3348420129885072,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/30/2026 05:54:41,1777508681.212784
user_365@yuva.com,vendor_48@partner.com,,email,analyst1,6613167047611194,80,sourcecode,sourcecode,sourcecode,Critical,pending review,Plain Text,06/14/2026 18:36:41,1781442401.212784
user_439@yuva.com,personal_9@gmail.com,,email,analyst4,1423908556234683,89,sourcecode,sourcecode,sourcecode,Critical,FalsePositive,Plain Text,05/07/2026 02:03:41,1778099621.212784
user_200@yuva.com,vendor_36@partner.com,colleague_85@yuva.com,email,analyst3,2311353929639032,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,07/07/2026 06:18:41,1783385321.212784
user_119@yuva.com,vendor_31@partner.com,colleague_95@yuva.com,email,analyst5,5243587260903400,119,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,06/26/2026 19:07:41,1782481061.212784
user_307@yuva.com,personal_90@gmail.com,,email,analyst1,1417443217615897,45,aadhaar,aadhaar,aadhaar,High,low_priority,Tag Image,05/13/2026 06:42:41,1778634761.212784
user_259@yuva.com,vendor_2@partner.com,,email,analyst1,1491477903694887,114,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/19/2026 04:03:41,1779143621.212784
user_216@yuva.com,personal_84@gmail.com,,email,analyst1,3315988454832110,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/18/2026 06:56:41,1776475601.212784
user_426@yuva.com,vendor_24@partner.com,,email,analyst4,1587429097833243,80,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,05/16/2026 13:42:41,1778919161.212784
contractor_24@yuvaext.com,vendor_38@partner.com,,email,analyst2,2798073470318367,94,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,05/20/2026 02:41:41,1779225101.212784
user_117@yuva.com,personal_20@gmail.com,manager_5@yuva.com,email,analyst4,9399166739627718,7,sourcecode,sourcecode,sourcecode,Medium,low_priority,Plain Text,07/02/2026 12:12:41,1782974561.212784
contractor_87@yuvaext.com,personal_7@gmail.com,"manager_4@yuva.com,colleague_97@yuva.com",email,analyst2,2473215829485841,6,aadhaar,aadhaar,aadhaar,Medium,Critical_Escalation,Tag Image,05/17/2026 13:05:41,1779003341.212784
user_351@yuva.com,personal_4@gmail.com,colleague_82@yuva.com,email,analyst2,9319413217300158,76,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,06/13/2026 05:56:41,1781310401.212784
user_194@yuva.com,personal_73@gmail.com,colleague_76@yuva.com,email,analyst2,1438356149364598,8,sourcecode,sourcecode,sourcecode,Medium,low_priority,Tag Image,06/15/2026 09:02:41,1781494361.212784
user_347@yuva.com,vendor_37@partner.com,,email,analyst1,1840099517456214,99,sourcecode,sourcecode,sourcecode,Critical,pending review,Plain Text,04/21/2026 11:52:41,1776752561.212784
user_392@yuva.com,vendor_24@partner.com,,email,analyst5,2031059222082029,72,DL,DL,DL,Critical,pending review,Plain Text,05/29/2026 00:59:41,1779996581.212784
user_103@yuva.com,personal_54@gmail.com,,email,analyst2,1008968288585293,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/04/2026 20:39:41,1780585781.212784
contractor_99@yuvaext.com,vendor_47@partner.com,,email,analyst3,2659714111104864,113,DL,DL,DL,Critical,pending review,Plain Text,06/09/2026 19:26:41,1781013401.212784
user_433@yuva.com,personal_9@gmail.com,colleague_43@yuva.com,email,analyst2,2873904307559833,101,DL,DL,DL,Critical,pending review,Tag Image,04/25/2026 10:01:41,1777091501.212784
user_263@yuva.com,personal_53@gmail.com,,email,analyst2,2100636557499890,87,BU,BU,BU,Critical,pending review,Plain Text,07/03/2026 03:52:41,1783030961.212784
user_48@yuva.com,personal_12@gmail.com,,email,analyst4,7589877494103895,21,sourcecode,sourcecode,sourcecode,High,low_priority,PDF Document,04/21/2026 03:59:41,1776724181.212784
user_457@yuva.com,personal_80@gmail.com,,email,analyst4,3303141666106027,87,BU,BU,BU,Critical,pending review,Zip Archive,05/28/2026 06:11:41,1779928901.212784
user_319@yuva.com,vendor_6@partner.com,colleague_25@yuva.com,email,analyst3,2615561733806213,83,BU,BU,BU,Critical,pending review,Plain Text,04/13/2026 23:30:41,1776103241.212784
contractor_28@yuvaext.com,personal_70@gmail.com,colleague_30@yuva.com,email,analyst4,2396106991368046,93,DL,DL,DL,Critical,FalsePositive,Plain Text,05/23/2026 21:55:41,1779553541.212784
contractor_37@yuvaext.com,vendor_15@partner.com,,email,analyst4,1424905085792388,35,BU,BU,BU,High,low_priority,Plain Text,04/29/2026 03:23:41,1777413221.212784
user_276@yuva.com,personal_72@gmail.com,colleague_18@yuva.com,email,analyst4,3149707309440707,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,07/01/2026 06:08:41,1782866321.212784
user_141@yuva.com,vendor_41@partner.com,,email,analyst1,3247406559833122,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/20/2026 03:26:41,1781906201.212784
user_459@yuva.com,personal_62@gmail.com,"colleague_74@yuva.com,colleague_21@yuva.com",email,analyst3,2300454408616600,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/01/2026 19:51:41,1777645301.212784
user_419@yuva.com,vendor_6@partner.com,,email,analyst3,1403461021620306,121,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,04/26/2026 04:04:41,1777156481.212784
user_35@yuva.com,personal_45@gmail.com,colleague_28@yuva.com,email,analyst4,2521636495097177,78,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,04/21/2026 22:21:41,1776790301.212784
user_255@yuva.com,personal_30@gmail.com,,email,analyst2,2474056947775984,136,BU,BU,BU,Critical,pending review,Plain Text,05/13/2026 17:41:41,1778674301.212784
user_213@yuva.com,personal_8@gmail.com,,email,analyst2,1429407260493440,34,BU,BU,BU,High,low_priority,Plain Text,05/12/2026 19:53:41,1778595821.212784
user_451@yuva.com,personal_5@gmail.com,,email,analyst3,3390582767714902,60,BU,BU,BU,Critical,pending review,Zip Archive,04/20/2026 00:52:41,1776626561.212784
user_374@yuva.com,personal_54@gmail.com,,email,analyst4,2306351673468002,141,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/22/2026 17:59:41,1779452981.212784
user_330@yuva.com,vendor_18@partner.com,,email,analyst3,5938764211348350,108,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,06/06/2026 22:18:41,1780764521.212784
contractor_72@yuvaext.com,vendor_11@partner.com,"colleague_32@yuva.com,colleague_57@yuva.com",email,analyst1,1666243287476875,103,BU,BU,BU,Critical,pending review,Zip Archive,05/31/2026 01:27:41,1780171061.212784
user_459@yuva.com,personal_27@gmail.com,,email,analyst3,9814127050323861,68,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,06/28/2026 12:23:41,1782629621.212784
user_90@yuva.com,personal_63@gmail.com,"colleague_8@yuva.com,manager_6@yuva.com",email,analyst1,2386063841977516,46,BU,BU,BU,High,low_priority,Tag Image,05/15/2026 04:41:41,1778800301.212784
user_431@yuva.com,vendor_26@partner.com,,email,analyst1,1624367816357163,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/26/2026 02:36:41,1779743201.212784
user_105@yuva.com,vendor_38@partner.com,manager_9@yuva.com,email,analyst5,3154532659207103,57,BU,BU,BU,Critical,businessrequirement,Tag Image,05/31/2026 20:08:41,1780238321.212784
user_494@yuva.com,personal_70@gmail.com,colleague_59@yuva.com,email,analyst2,3778576690936718,64,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,06/19/2026 19:07:41,1781876261.212784
contractor_23@yuvaext.com,vendor_7@partner.com,,email,analyst2,6602327955369747,150,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,06/02/2026 16:22:41,1780397561.212784
user_286@yuva.com,vendor_12@partner.com,"colleague_13@yuva.com,colleague_33@yuva.com",email,analyst4,4076558828573434,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,07/09/2026 04:51:41,1783552901.212784
user_259@yuva.com,personal_32@gmail.com,,email,analyst3,2269570279772197,34,sourcecode,sourcecode,sourcecode,High,low_priority,Plain Text,07/05/2026 14:17:41,1783241261.212784
user_442@yuva.com,vendor_25@partner.com,,email,analyst3,1164507887645204,39,DL,DL,DL,High,low_priority,Plain Text,06/20/2026 18:50:41,1781961641.212784
user_450@yuva.com,personal_21@gmail.com,,email,analyst3,2737571101198968,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/12/2026 01:33:41,1778529821.212784
user_476@yuva.com,vendor_42@partner.com,,email,analyst5,1562952998664549,90,DL,DL,DL,Critical,pending review,Zip Archive,07/09/2026 23:48:41,1783621121.212784
user_83@yuva.com,vendor_43@partner.com,,email,analyst1,7994821561942352,136,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,04/16/2026 01:07:41,1776281861.212784
user_150@yuva.com,personal_33@gmail.com,,email,analyst4,7875235745203256,140,BU,BU,BU,Critical,pending review,PDF Document,06/02/2026 03:22:41,1780350761.212784
user_52@yuva.com,personal_33@gmail.com,,email,analyst1,3674543771317022,39,sourcecode,sourcecode,sourcecode,High,low_priority,Zip Archive,05/28/2026 13:21:41,1779954701.212784
contractor_24@yuvaext.com,personal_5@gmail.com,manager_5@yuva.com,email,analyst4,1467793983156803,125,sourcecode,sourcecode,sourcecode,Critical,Critical_Escalation,Plain Text,06/25/2026 21:33:41,1782403421.212784
contractor_93@yuvaext.com,personal_83@gmail.com,,email,analyst1,1099358194375120,144,aadhaar,aadhaar,aadhaar,Critical,Critical_Escalation,Zip Archive,06/22/2026 01:08:41,1782070721.212784
user_191@yuva.com,vendor_16@partner.com,"colleague_89@yuva.com,colleague_57@yuva.com",email,analyst2,2108999418141364,144,DL,DL,DL,Critical,pending review,PDF Document,06/08/2026 16:54:41,1780917881.212784
user_145@yuva.com,personal_46@gmail.com,,email,analyst1,9070922619086066,32,BU,BU,BU,High,low_priority,Plain Text,06/04/2026 15:54:41,1780568681.212784
user_377@yuva.com,personal_30@gmail.com,,email,analyst1,1214263001199986,25,sourcecode,sourcecode,sourcecode,High,low_priority,Tag Image,05/31/2026 01:22:41,1780170761.212784
user_107@yuva.com,vendor_34@partner.com,,email,analyst2,1103077535420692,72,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,05/18/2026 03:46:41,1779056201.212784
user_22@yuva.com,vendor_8@partner.com,,email,analyst2,5544200295156567,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/06/2026 23:58:41,1780770521.212784
user_140@yuva.com,vendor_8@partner.com,"manager_5@yuva.com,colleague_24@yuva.com",email,analyst4,2141760836030873,39,DL,DL,DL,High,businessrequirement,PDF Document,04/15/2026 03:01:41,1776202301.212784
contractor_37@yuvaext.com,personal_62@gmail.com,manager_8@yuva.com,email,analyst5,2268561135341305,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/15/2026 09:23:41,1778817221.212784
user_328@yuva.com,personal_8@gmail.com,,email,analyst5,1259910007772435,149,DL,DL,DL,Critical,pending review,Plain Text,06/12/2026 02:42:41,1781212361.212784
user_154@yuva.com,vendor_21@partner.com,,email,analyst4,1079968719914594,7,BU,BU,BU,Medium,low_priority,PDF Document,04/20/2026 18:49:41,1776691181.212784
